Zip,State,City,Region,District
7663,NJ,"Saddle Brook, NJ",East,District #03
7666,NJ,"Teaneck, NJ",East,District #03
7670,NJ,"Tenafly, NJ",East,District #03
7675,NJ,"Westwood, NJ",East,District #03
7676,NJ,"Township of Washington, NJ",East,District #03
7677,NJ,"Woodcliff Lake, NJ",East,District #03
7699,NJ,"Teterboro, NJ",East,District #03
7801,NJ,"Dover, NJ",East,District #03
7802,NJ,"Dover, NJ",East,District #03
7803,NJ,"Mine Hill, NJ",East,District #03
7806,NJ,"Picatinny Arsenal, NJ",East,District #03
7820,NJ,"Allamuchy, NJ",East,District #03
7821,NJ,"Andover, NJ",East,District #03
7822,NJ,"Augusta, NJ",East,District #03
7823,NJ,"Belvidere, NJ",East,District #03
7825,NJ,"Blairstown, NJ",East,District #03
7826,NJ,"Branchville, NJ",East,District #03
7828,NJ,"Budd Lake, NJ",East,District #03
7829,NJ,"Buttzville, NJ",East,District #03
7830,NJ,"Califon, NJ",East,District #03
7831,NJ,"Changewater, NJ",East,District #03
7832,NJ,"Columbia, NJ",East,District #03
7833,NJ,"Delaware, NJ",East,District #03
7834,NJ,"Denville, NJ",East,District #03
7836,NJ,"Flanders, NJ",East,District #03
7837,NJ,"Glasser, NJ",East,District #03
7838,NJ,"Great Meadows, NJ",East,District #03
7839,NJ,"Greendell, NJ",East,District #03
7840,NJ,"Hackettstown, NJ",East,District #03
7842,NJ,"Hibernia, NJ",East,District #03
7843,NJ,"Hopatcong, NJ",East,District #03
7844,NJ,"Hope, NJ",East,District #03
7845,NJ,"Ironia, NJ",East,District #03
7846,NJ,"Johnsonburg, NJ",East,District #03
7847,NJ,"Kenvil, NJ",East,District #03
7848,NJ,"Lafayette, NJ",East,District #03
7849,NJ,"Lake Hopatcong, NJ",East,District #03
7850,NJ,"Landing, NJ",East,District #03
7851,NJ,"Layton, NJ",East,District #03
7852,NJ,"Ledgewood, NJ",East,District #03
7853,NJ,"Long Valley, NJ",East,District #03
7855,NJ,"Middleville, NJ",East,District #03
7856,NJ,"Mount Arlington, NJ",East,District #03
7857,NJ,"Netcong, NJ",East,District #03
7860,NJ,"Newton, NJ",East,District #03
7863,NJ,"Oxford, NJ",East,District #03
7865,NJ,"Port Murray, NJ",East,District #03
7866,NJ,"Rockaway, NJ",East,District #03
7869,NJ,"Randolph, NJ",East,District #03
7870,NJ,"Schooleys Mountain, NJ",East,District #03
7871,NJ,"Sparta, NJ",East,District #03
7874,NJ,"Stanhope, NJ",East,District #03
7875,NJ,"Stillwater, NJ",East,District #03
7876,NJ,"Succasunna, NJ",East,District #03
7877,NJ,"Swartswood, NJ",East,District #03
7878,NJ,"Mount Tabor, NJ",East,District #03
7879,NJ,"Tranquility, NJ",East,District #03
7880,NJ,"Vienna, NJ",East,District #03
7881,NJ,"Wallpack Center, NJ",East,District #03
7882,NJ,"Washington, NJ",East,District #03
7885,NJ,"Wharton, NJ",East,District #03
7890,NJ,"Branchville, NJ",East,District #03
7920,NJ,"Basking Ridge, NJ",East,District #03
7921,NJ,"Bedminster, NJ",East,District #03
7924,NJ,"Bernardsville, NJ",East,District #03
7926,NJ,"Brookside, NJ",East,District #03
7927,NJ,"Cedar Knolls, NJ",East,District #03
7930,NJ,"Chester, NJ",East,District #03
7931,NJ,"Far Hills, NJ",East,District #03
7934,NJ,"Gladstone, NJ",East,District #03
7936,NJ,"East Hanover, NJ",East,District #03
7938,NJ,"Liberty Corner, NJ",East,District #03
7939,NJ,"Lyons, NJ",East,District #03
7945,NJ,"Mendham, NJ",East,District #03
7950,NJ,"Morris Plains, NJ",East,District #03
7960,NJ,"Morristown, NJ",East,District #03
7961,NJ,"Convent Station, NJ",East,District #03
7962,NJ,"Morristown, NJ",East,District #03
7963,NJ,"Morristown, NJ",East,District #03
7970,NJ,"Mount Freedom, NJ",East,District #03
7977,NJ,"Peapack, NJ",East,District #03
7978,NJ,"Pluckemin, NJ",East,District #03
7979,NJ,"Pottersville, NJ",East,District #03
7981,NJ,"Whippany, NJ",East,District #03
7999,NJ,"Whippany, NJ",East,District #03
8502,NJ,"Belle Mead, NJ",East,District #03
8504,NJ,"Blawenburg, NJ",East,District #03
8551,NJ,"Ringoes, NJ",East,District #03
8556,NJ,"Rosemont, NJ",East,District #03
8557,NJ,"Sergeantsville, NJ",East,District #03
8558,NJ,"Skillman, NJ",East,District #03
8559,NJ,"Stockton, NJ",East,District #03
8801,NJ,"Annandale, NJ",East,District #03
8802,NJ,"Asbury, NJ",East,District #03
8803,NJ,"Baptistown, NJ",East,District #03
8804,NJ,"Bloomsbury, NJ",East,District #03
8807,NJ,"Bridgewater, NJ",East,District #03
8808,NJ,"Broadway, NJ",East,District #03
8809,NJ,"Clinton, NJ",East,District #03
8821,NJ,"Flagtown, NJ",East,District #03
8822,NJ,"Flemington, NJ",East,District #03
8825,NJ,"Frenchtown, NJ",East,District #03
8826,NJ,"Glen Gardner, NJ",East,District #03
8827,NJ,"Hampton, NJ",East,District #03
8829,NJ,"High Bridge, NJ",East,District #03
8833,NJ,"Lebanon, NJ",East,District #03
8834,NJ,"Little York, NJ",East,District #03
8835,NJ,"Manville, NJ",East,District #03
8836,NJ,"Martinsville, NJ",East,District #03
8844,NJ,"Hillsborough, NJ",East,District #03
8848,NJ,"Milford, NJ",East,District #03
8853,NJ,"Neshanic Station, NJ",East,District #03
8858,NJ,"Oldwick, NJ",East,District #03
8865,NJ,"Phillipsburg, NJ",East,District #03
8867,NJ,"Pittstown, NJ",East,District #03
8868,NJ,"Quakertown, NJ",East,District #03
8869,NJ,"Raritan, NJ",East,District #03
8870,NJ,"Readington, NJ",East,District #03
8876,NJ,"Somerville, NJ",East,District #03
8885,NJ,"Stanton, NJ",East,District #03
8886,NJ,"Stewartsville, NJ",East,District #03
8887,NJ,"Three Bridges, NJ",East,District #03
8888,NJ,"Whitehouse, NJ",East,District #03
8889,NJ,"Whitehouse Station, NJ",East,District #03
7001,NJ,"Avenel, NJ",East,District #04
7008,NJ,"Carteret, NJ",East,District #04
7016,NJ,"Cranford, NJ",East,District #04
7018,NJ,"East Orange, NJ",East,District #04
7023,NJ,"Fanwood, NJ",East,District #04
7027,NJ,"Garwood, NJ",East,District #04
7033,NJ,"Kenilworth, NJ",East,District #04
7036,NJ,"Linden, NJ",East,District #04
7039,NJ,"Livingston, NJ",East,District #04
7040,NJ,"Maplewood, NJ",East,District #04
7041,NJ,"Millburn, NJ",East,District #04
7050,NJ,"Orange, NJ",East,District #04
7051,NJ,"Orange, NJ",East,District #04
7059,NJ,"Warren, NJ",East,District #04
7060,NJ,"Plainfield, NJ",East,District #04
7061,NJ,"Plainfield, NJ",East,District #04
7062,NJ,"Plainfield, NJ",East,District #04
7063,NJ,"Plainfield, NJ",East,District #04
7064,NJ,"Port Reading, NJ",East,District #04
7065,NJ,"Rahway, NJ",East,District #04
7066,NJ,"Clark, NJ",East,District #04
7067,NJ,"Colonia, NJ",East,District #04
7069,NJ,"Watchung, NJ",East,District #04
7076,NJ,"Scotch Plains, NJ",East,District #04
7077,NJ,"Sewaren, NJ",East,District #04
7078,NJ,"Short Hills, NJ",East,District #04
7079,NJ,"South Orange, NJ",East,District #04
7080,NJ,"South Plainfield, NJ",East,District #04
7081,NJ,"Springfield, NJ",East,District #04
7083,NJ,"Union, NJ",East,District #04
7088,NJ,"Vauxhall, NJ",East,District #04
7090,NJ,"Westfield, NJ",East,District #04
7091,NJ,"Westfield, NJ",East,District #04
7092,NJ,"Mountainside, NJ",East,District #04
7095,NJ,"Woodbridge, NJ",East,District #04
7101,NJ,"Newark, NJ",East,District #04
7102,NJ,"Newark, NJ",East,District #04
7103,NJ,"Newark, NJ",East,District #04
7105,NJ,"Newark, NJ",East,District #04
7106,NJ,"Newark, NJ",East,District #04
7108,NJ,"Newark, NJ",East,District #04
7111,NJ,"Irvington, NJ",East,District #04
7112,NJ,"Newark, NJ",East,District #04
7114,NJ,"Newark, NJ",East,District #04
7175,NJ,"Newark, NJ",East,District #04
7184,NJ,"Newark, NJ",East,District #04
7188,NJ,"Newark, NJ",East,District #04
7189,NJ,"Newark, NJ",East,District #04
7191,NJ,"Newark, NJ",East,District #04
7192,NJ,"Newark, NJ",East,District #04
7193,NJ,"Newark, NJ",East,District #04
7195,NJ,"Newark, NJ",East,District #04
7198,NJ,"Newark, NJ",East,District #04
7199,NJ,"Newark, NJ",East,District #04
7201,NJ,"Elizabeth, NJ",East,District #04
7202,NJ,"Elizabeth, NJ",East,District #04
7203,NJ,"Roselle, NJ",East,District #04
7204,NJ,"Roselle Park, NJ",East,District #04
7205,NJ,"Hillside, NJ",East,District #04
7206,NJ,"Elizabethport, NJ",East,District #04
7207,NJ,"Elizabeth, NJ",East,District #04
7208,NJ,"Elizabeth, NJ",East,District #04
7701,NJ,"Red Bank, NJ",East,District #04
7702,NJ,"Shrewsbury, NJ",East,District #04
7703,NJ,"Fort Monmouth, NJ",East,District #04
7704,NJ,"Fair Haven, NJ",East,District #04
7709,NJ,"Red Bank, NJ",East,District #04
7710,NJ,"Adelphia, NJ",East,District #04
7711,NJ,"Allenhurst, NJ",East,District #04
7712,NJ,"Asbury Park, NJ",East,District #04
7715,NJ,"Belmar, NJ",East,District #04
7716,NJ,"Atlantic Highlands, NJ",East,District #04
7717,NJ,"Avon By The Sea, NJ",East,District #04
7718,NJ,"Belford, NJ",East,District #04
7719,NJ,"Belmar, NJ",East,District #04
7720,NJ,"Bradley Beach, NJ",East,District #04
7721,NJ,"Cliffwood, NJ",East,District #04
7722,NJ,"Colts Neck, NJ",East,District #04
7723,NJ,"Deal, NJ",East,District #04
7724,NJ,"Eatontown, NJ",East,District #04
7726,NJ,"Englishtown, NJ",East,District #04
7727,NJ,"Farmingdale, NJ",East,District #04
7728,NJ,"Freehold, NJ",East,District #04
7730,NJ,"Hazlet, NJ",East,District #04
7731,NJ,"Howell, NJ",East,District #04
7732,NJ,"Highlands, NJ",East,District #04
7733,NJ,"Holmdel, NJ",East,District #04
7734,NJ,"Keansburg, NJ",East,District #04
7735,NJ,"Keyport, NJ",East,District #04
7737,NJ,"Leonardo, NJ",East,District #04
7738,NJ,"Lincroft, NJ",East,District #04
7739,NJ,"Little Silver, NJ",East,District #04
7740,NJ,"Long Branch, NJ",East,District #04
7746,NJ,"Marlboro, NJ",East,District #04
7747,NJ,"Matawan, NJ",East,District #04
7748,NJ,"Middletown, NJ",East,District #04
7750,NJ,"Monmouth Beach, NJ",East,District #04
7751,NJ,"Morganville, NJ",East,District #04
7752,NJ,"Navesink, NJ",East,District #04
7753,NJ,"Neptune, NJ",East,District #04
7754,NJ,"Neptune, NJ",East,District #04
7755,NJ,"Oakhurst, NJ",East,District #04
7756,NJ,"Ocean Grove, NJ",East,District #04
7757,NJ,"Oceanport, NJ",East,District #04
7758,NJ,"Port Monmouth, NJ",East,District #04
7760,NJ,"Rumson, NJ",East,District #04
7762,NJ,"Spring Lake, NJ",East,District #04
7763,NJ,"Tennent, NJ",East,District #04
7764,NJ,"West Long Branch, NJ",East,District #04
7765,NJ,"Wickatunk, NJ",East,District #04
7799,NJ,"Eatontown, NJ",East,District #04
7901,NJ,"Summit, NJ",East,District #04
7902,NJ,"Summit, NJ",East,District #04
7922,NJ,"Berkeley Heights, NJ",East,District #04
7928,NJ,"Chatham, NJ",East,District #04
7932,NJ,"Florham Park, NJ",East,District #04
7933,NJ,"Gillette, NJ",East,District #04
7935,NJ,"Green Village, NJ",East,District #04
7940,NJ,"Madison, NJ",East,District #04
7946,NJ,"Millington, NJ",East,District #04
7974,NJ,"New Providence, NJ",East,District #04
7976,NJ,"New Vernon, NJ",East,District #04
7980,NJ,"Stirling, NJ",East,District #04
8001,NJ,"Alloway, NJ",East,District #04
8002,NJ,"Cherry Hill, NJ",East,District #04
8003,NJ,"Cherry Hill, NJ",East,District #04
8004,NJ,"Atco, NJ",East,District #04
8005,NJ,"Barnegat, NJ",East,District #04
8006,NJ,"Barnegat Light, NJ",East,District #04
8007,NJ,"Barrington, NJ",East,District #04
8008,NJ,"Beach Haven, NJ",East,District #04
8009,NJ,"Berlin, NJ",East,District #04
8010,NJ,"Beverly, NJ",East,District #04
8011,NJ,"Birmingham, NJ",East,District #04
8012,NJ,"Blackwood, NJ",East,District #04
8014,NJ,"Bridgeport, NJ",East,District #04
8015,NJ,"Browns Mills, NJ",East,District #04
8016,NJ,"Burlington, NJ",East,District #04
8018,NJ,"Cedar Brook, NJ",East,District #04
8019,NJ,"Chatsworth, NJ",East,District #04
8020,NJ,"Clarksboro, NJ",East,District #04
8021,NJ,"Clementon, NJ",East,District #04
8022,NJ,"Columbus, NJ",East,District #04
8023,NJ,"Deepwater, NJ",East,District #04
8025,NJ,"Ewan, NJ",East,District #04
8026,NJ,"Gibbsboro, NJ",East,District #04
8027,NJ,"Gibbstown, NJ",East,District #04
8028,NJ,"Glassboro, NJ",East,District #04
8029,NJ,"Glendora, NJ",East,District #04
8030,NJ,"Gloucester City, NJ",East,District #04
8031,NJ,"Bellmawr, NJ",East,District #04
8032,NJ,"Grenloch, NJ",East,District #04
8033,NJ,"Haddonfield, NJ",East,District #04
8034,NJ,"Cherry Hill, NJ",East,District #04
8035,NJ,"Haddon Heights, NJ",East,District #04
8036,NJ,"Hainesport, NJ",East,District #04
8037,NJ,"Hammonton, NJ",East,District #04
8038,NJ,"Hancocks Bridge, NJ",East,District #04
8039,NJ,"Harrisonville, NJ",East,District #04
8041,NJ,"Jobstown, NJ",East,District #04
8042,NJ,"Juliustown, NJ",East,District #04
8043,NJ,"Voorhees, NJ",East,District #04
8045,NJ,"Lawnside, NJ",East,District #04
8046,NJ,"Willingboro, NJ",East,District #04
8048,NJ,"Lumberton, NJ",East,District #04
8049,NJ,"Magnolia, NJ",East,District #04
8050,NJ,"Manahawkin, NJ",East,District #04
8051,NJ,"Mantua, NJ",East,District #04
8052,NJ,"Maple Shade, NJ",East,District #04
8053,NJ,"Marlton, NJ",East,District #04
8054,NJ,"Mount Laurel, NJ",East,District #04
8055,NJ,"Medford, NJ",East,District #04
8056,NJ,"Mickleton, NJ",East,District #04
8057,NJ,"Moorestown, NJ",East,District #04
8059,NJ,"Mount Ephraim, NJ",East,District #04
8060,NJ,"Mount Holly, NJ",East,District #04
8061,NJ,"Mount Royal, NJ",East,District #04
8062,NJ,"Mullica Hill, NJ",East,District #04
8063,NJ,"National Park, NJ",East,District #04
8064,NJ,"New Lisbon, NJ",East,District #04
8065,NJ,"Palmyra, NJ",East,District #04
8066,NJ,"Paulsboro, NJ",East,District #04
8067,NJ,"Pedricktown, NJ",East,District #04
8068,NJ,"Pemberton, NJ",East,District #04
8069,NJ,"Penns Grove, NJ",East,District #04
8070,NJ,"Pennsville, NJ",East,District #04
8071,NJ,"Pitman, NJ",East,District #04
8072,NJ,"Quinton, NJ",East,District #04
8073,NJ,"Rancocas, NJ",East,District #04
8074,NJ,"Richwood, NJ",East,District #04
8075,NJ,"Riverside, NJ",East,District #04
8076,NJ,"Riverton, NJ",East,District #04
8077,NJ,"Riverton, NJ",East,District #04
8078,NJ,"Runnemede, NJ",East,District #04
8079,NJ,"Salem, NJ",East,District #04
8080,NJ,"Sewell, NJ",East,District #04
8081,NJ,"Sicklerville, NJ",East,District #04
8083,NJ,"Somerdale, NJ",East,District #04
8084,NJ,"Stratford, NJ",East,District #04
8085,NJ,"Swedesboro, NJ",East,District #04
8086,NJ,"Thorofare, NJ",East,District #04
8087,NJ,"Tuckerton, NJ",East,District #04
8088,NJ,"Vincentown, NJ",East,District #04
8089,NJ,"Waterford Works, NJ",East,District #04
8090,NJ,"Wenonah, NJ",East,District #04
8091,NJ,"West Berlin, NJ",East,District #04
8092,NJ,"West Creek, NJ",East,District #04
8093,NJ,"Westville, NJ",East,District #04
8094,NJ,"Williamstown, NJ",East,District #04
8095,NJ,"Winslow, NJ",East,District #04
8096,NJ,"Woodbury, NJ",East,District #04
8097,NJ,"Woodbury Heights, NJ",East,District #04
8098,NJ,"Woodstown, NJ",East,District #04
8099,NJ,"Bellmawr, NJ",East,District #04
8101,NJ,"Camden, NJ",East,District #04
8102,NJ,"Camden, NJ",East,District #04
8103,NJ,"Camden, NJ",East,District #04
8104,NJ,"Camden, NJ",East,District #04
8105,NJ,"Camden, NJ",East,District #04
8106,NJ,"Audubon, NJ",East,District #04
8107,NJ,"Oaklyn, NJ",East,District #04
8108,NJ,"Collingswood, NJ",East,District #04
8109,NJ,"Merchantville, NJ",East,District #04
8110,NJ,"Pennsauken, NJ",East,District #04
8201,NJ,"Absecon, NJ",East,District #04
8202,NJ,"Avalon, NJ",East,District #04
8203,NJ,"Brigantine, NJ",East,District #04
8204,NJ,"Cape May, NJ",East,District #04
8205,NJ,"Absecon, NJ",East,District #04
8210,NJ,"Cape May Court House, NJ",East,District #04
8212,NJ,"Cape May Point, NJ",East,District #04
8213,NJ,"Cologne, NJ",East,District #04
8214,NJ,"Dennisville, NJ",East,District #04
8215,NJ,"Egg Harbor City, NJ",East,District #04
8217,NJ,"Elwood, NJ",East,District #04
8218,NJ,"Goshen, NJ",East,District #04
8219,NJ,"Green Creek, NJ",East,District #04
8220,NJ,"Leeds Point, NJ",East,District #04
8221,NJ,"Linwood, NJ",East,District #04
8223,NJ,"Marmora, NJ",East,District #04
8224,NJ,"New Gretna, NJ",East,District #04
8225,NJ,"Northfield, NJ",East,District #04
8226,NJ,"Ocean City, NJ",East,District #04
8230,NJ,"Ocean View, NJ",East,District #04
8231,NJ,"Oceanville, NJ",East,District #04
8232,NJ,"Pleasantville, NJ",East,District #04
8234,NJ,"Egg Harbor Township, NJ",East,District #04
8240,NJ,"Pomona, NJ",East,District #04
8241,NJ,"Port Republic, NJ",East,District #04
8242,NJ,"Rio Grande, NJ",East,District #04
8243,NJ,"Sea Isle City, NJ",East,District #04
8244,NJ,"Somers Point, NJ",East,District #04
8245,NJ,"South Dennis, NJ",East,District #04
8246,NJ,"South Seaville, NJ",East,District #04
8247,NJ,"Stone Harbor, NJ",East,District #04
8248,NJ,"Strathmere, NJ",East,District #04
8250,NJ,"Tuckahoe, NJ",East,District #04
8251,NJ,"Villas, NJ",East,District #04
8252,NJ,"Whitesboro, NJ",East,District #04
8260,NJ,"Wildwood, NJ",East,District #04
8270,NJ,"Woodbine, NJ",East,District #04
8302,NJ,"Bridgeton, NJ",East,District #04
8310,NJ,"Buena, NJ",East,District #04
8311,NJ,"Cedarville, NJ",East,District #04
8312,NJ,"Clayton, NJ",East,District #04
8313,NJ,"Deerfield Street, NJ",East,District #04
8314,NJ,"Delmont, NJ",East,District #04
8315,NJ,"Dividing Creek, NJ",East,District #04
8316,NJ,"Dorchester, NJ",East,District #04
8317,NJ,"Dorothy, NJ",East,District #04
8318,NJ,"Elmer, NJ",East,District #04
8319,NJ,"Estell Manor, NJ",East,District #04
8320,NJ,"Fairton, NJ",East,District #04
8321,NJ,"Fortescue, NJ",East,District #04
8322,NJ,"Franklinville, NJ",East,District #04
8323,NJ,"Greenwich, NJ",East,District #04
8324,NJ,"Heislerville, NJ",East,District #04
8326,NJ,"Landisville, NJ",East,District #04
8327,NJ,"Leesburg, NJ",East,District #04
8328,NJ,"Malaga, NJ",East,District #04
8329,NJ,"Mauricetown, NJ",East,District #04
8330,NJ,"Mays Landing, NJ",East,District #04
8332,NJ,"Millville, NJ",East,District #04
8340,NJ,"Milmay, NJ",East,District #04
8341,NJ,"Minotola, NJ",East,District #04
8342,NJ,"Mizpah, NJ",East,District #04
8343,NJ,"Monroeville, NJ",East,District #04
8344,NJ,"Newfield, NJ",East,District #04
8345,NJ,"Newport, NJ",East,District #04
8346,NJ,"Newtonville, NJ",East,District #04
8347,NJ,"Norma, NJ",East,District #04
8348,NJ,"Port Elizabeth, NJ",East,District #04
8349,NJ,"Port Norris, NJ",East,District #04
8350,NJ,"Richland, NJ",East,District #04
8352,NJ,"Rosenhayn, NJ",East,District #04
8353,NJ,"Shiloh, NJ",East,District #04
8360,NJ,"Vineland, NJ",East,District #04
8361,NJ,"Vineland, NJ",East,District #04
8362,NJ,"Vineland, NJ",East,District #04
8401,NJ,"Atlantic City, NJ",East,District #04
8402,NJ,"Margate City, NJ",East,District #04
8403,NJ,"Longport, NJ",East,District #04
8404,NJ,"Atlantic City, NJ",East,District #04
8405,NJ,"Atlantic City, NJ",East,District #04
8406,NJ,"Ventnor City, NJ",East,District #04
8501,NJ,"Allentown, NJ",East,District #04
8505,NJ,"Bordentown, NJ",East,District #04
8510,NJ,"Millstone Township, NJ",East,District #04
8511,NJ,"Cookstown, NJ",East,District #04
8512,NJ,"Cranbury, NJ",East,District #04
8514,NJ,"Cream Ridge, NJ",East,District #04
8515,NJ,"Chesterfield, NJ",East,District #04
8518,NJ,"Florence, NJ",East,District #04
8520,NJ,"Hightstown, NJ",East,District #04
8525,NJ,"Hopewell, NJ",East,District #04
8526,NJ,"Imlaystown, NJ",East,District #04
8527,NJ,"Jackson, NJ",East,District #04
8528,NJ,"Kingston, NJ",East,District #04
8530,NJ,"Lambertville, NJ",East,District #04
8533,NJ,"New Egypt, NJ",East,District #04
8534,NJ,"Pennington, NJ",East,District #04
8535,NJ,"Millstone Township, NJ",East,District #04
8536,NJ,"Plainsboro, NJ",East,District #04
8540,NJ,"Princeton, NJ",East,District #04
8541,NJ,"Princeton, NJ",East,District #04
8542,NJ,"Princeton, NJ",East,District #04
8543,NJ,"Princeton, NJ",East,District #04
8544,NJ,"Princeton, NJ",East,District #04
8550,NJ,"Princeton Junction, NJ",East,District #04
8553,NJ,"Rocky Hill, NJ",East,District #04
8554,NJ,"Roebling, NJ",East,District #04
8555,NJ,"Roosevelt, NJ",East,District #04
8560,NJ,"Titusville, NJ",East,District #04
8561,NJ,"Windsor, NJ",East,District #04
8562,NJ,"Wrightstown, NJ",East,District #04
8601,NJ,"Trenton, NJ",East,District #04
8602,NJ,"Trenton, NJ",East,District #04
8603,NJ,"Trenton, NJ",East,District #04
8604,NJ,"Trenton, NJ",East,District #04
8605,NJ,"Trenton, NJ",East,District #04
8606,NJ,"Trenton, NJ",East,District #04
8607,NJ,"Trenton, NJ",East,District #04
8608,NJ,"Trenton, NJ",East,District #04
8609,NJ,"Trenton, NJ",East,District #04
8610,NJ,"Trenton, NJ",East,District #04
8611,NJ,"Trenton, NJ",East,District #04
8618,NJ,"Trenton, NJ",East,District #04
8619,NJ,"Trenton, NJ",East,District #04
8620,NJ,"Trenton, NJ",East,District #04
8625,NJ,"Trenton, NJ",East,District #04
8628,NJ,"Trenton, NJ",East,District #04
8629,NJ,"Trenton, NJ",East,District #04
8638,NJ,"Trenton, NJ",East,District #04
8640,NJ,"Fort Dix, NJ",East,District #04
8641,NJ,"Trenton, NJ",East,District #04
8645,NJ,"Trenton, NJ",East,District #04
8646,NJ,"Trenton, NJ",East,District #04
8647,NJ,"Trenton, NJ",East,District #04
8648,NJ,"Lawrence Township, NJ",East,District #04
8650,NJ,"Trenton, NJ",East,District #04
8666,NJ,"Trenton, NJ",East,District #04
8690,NJ,"Trenton, NJ",East,District #04
8691,NJ,"Trenton, NJ",East,District #04
8695,NJ,"Trenton, NJ",East,District #04
8701,NJ,"Lakewood, NJ",East,District #04
8720,NJ,"Allenwood, NJ",East,District #04
8721,NJ,"Bayville, NJ",East,District #04
8722,NJ,"Beachwood, NJ",East,District #04
8723,NJ,"Brick, NJ",East,District #04
8724,NJ,"Brick, NJ",East,District #04
8730,NJ,"Brielle, NJ",East,District #04
8731,NJ,"Forked River, NJ",East,District #04
8732,NJ,"Island Heights, NJ",East,District #04
8733,NJ,"Lakehurst, NJ",East,District #04
8734,NJ,"Lanoka Harbor, NJ",East,District #04
8735,NJ,"Lavallette, NJ",East,District #04
8736,NJ,"Manasquan, NJ",East,District #04
8738,NJ,"Mantoloking, NJ",East,District #04
8739,NJ,"Normandy Beach, NJ",East,District #04
8740,NJ,"Ocean Gate, NJ",East,District #04
8741,NJ,"Pine Beach, NJ",East,District #04
8742,NJ,"Point Pleasant Beach, NJ",East,District #04
8750,NJ,"Sea Girt, NJ",East,District #04
8751,NJ,"Seaside Heights, NJ",East,District #04
8752,NJ,"Seaside Park, NJ",East,District #04
8753,NJ,"Toms River, NJ",East,District #04
8754,NJ,"Toms River, NJ",East,District #04
8755,NJ,"Toms River, NJ",East,District #04
8756,NJ,"Toms River, NJ",East,District #04
8757,NJ,"Toms River, NJ",East,District #04
8758,NJ,"Waretown, NJ",East,District #04
8759,NJ,"Manchester Township, NJ",East,District #04
8805,NJ,"Bound Brook, NJ",East,District #04
8810,NJ,"Dayton, NJ",East,District #04
8812,NJ,"Dunellen, NJ",East,District #04
8816,NJ,"East Brunswick, NJ",East,District #04
8817,NJ,"Edison, NJ",East,District #04
8818,NJ,"Edison, NJ",East,District #04
8820,NJ,"Edison, NJ",East,District #04
8823,NJ,"Franklin Park, NJ",East,District #04
8824,NJ,"Kendall Park, NJ",East,District #04
8828,NJ,"Helmetta, NJ",East,District #04
8830,NJ,"Iselin, NJ",East,District #04
8831,NJ,"Monroe Township, NJ",East,District #04
8832,NJ,"Keasbey, NJ",East,District #04
8837,NJ,"Edison, NJ",East,District #04
8840,NJ,"Metuchen, NJ",East,District #04
8846,NJ,"Middlesex, NJ",East,District #04
8850,NJ,"Milltown, NJ",East,District #04
8852,NJ,"Monmouth Junction, NJ",East,District #04
8854,NJ,"Piscataway, NJ",East,District #04
8855,NJ,"Piscataway, NJ",East,District #04
8857,NJ,"Old Bridge, NJ",East,District #04
8859,NJ,"Parlin, NJ",East,District #04
8861,NJ,"Perth Amboy, NJ",East,District #04
8862,NJ,"Perth Amboy, NJ",East,District #04
8863,NJ,"Fords, NJ",East,District #04
8871,NJ,"Sayreville, NJ",East,District #04
8872,NJ,"Sayreville, NJ",East,District #04
8873,NJ,"Somerset, NJ",East,District #04
8875,NJ,"Somerset, NJ",East,District #04
8879,NJ,"South Amboy, NJ",East,District #04
8880,NJ,"South Bound Brook, NJ",East,District #04
8882,NJ,"South River, NJ",East,District #04
8884,NJ,"Spotswood, NJ",East,District #04
8890,NJ,"Zarephath, NJ",East,District #04
8899,NJ,"Edison, NJ",East,District #04
8901,NJ,"New Brunswick, NJ",East,District #04
8902,NJ,"North Brunswick, NJ",East,District #04
8903,NJ,"New Brunswick, NJ",East,District #04
8904,NJ,"Highland Park, NJ",East,District #04
8906,NJ,"New Brunswick, NJ",East,District #04
8933,NJ,"New Brunswick, NJ",East,District #04
8989,NJ,"New Brunswick, NJ",East,District #04
20207,MD,"Washington, MD",East,District #05
20701,MD,"Annapolis Junction, MD",East,District #05
20703,MD,"Lanham, MD",East,District #05
20704,MD,"Beltsville, MD",East,District #05
20705,MD,"Beltsville, MD",East,District #05
20706,MD,"Lanham, MD",East,District #05
20707,MD,"Laurel, MD",East,District #05
20708,MD,"Laurel, MD",East,District #05
20709,MD,"Laurel, MD",East,District #05
20710,MD,"Bladensburg, MD",East,District #05
20711,MD,"Lothian, MD",East,District #05
20712,MD,"Mount Rainier, MD",East,District #05
20714,MD,"North Beach, MD",East,District #05
20715,MD,"Bowie, MD",East,District #05
20716,MD,"Bowie, MD",East,District #05
20717,MD,"Bowie, MD",East,District #05
20718,MD,"Bowie, MD",East,District #05
20719,MD,"Bowie, MD",East,District #05
20720,MD,"Bowie, MD",East,District #05
20721,MD,"Bowie, MD",East,District #05
20722,MD,"Brentwood, MD",East,District #05
20723,MD,"Laurel, MD",East,District #05
20724,MD,"Laurel, MD",East,District #05
20725,MD,"Laurel, MD",East,District #05
20726,MD,"Laurel, MD",East,District #05
20733,MD,"Churchton, MD",East,District #05
20736,MD,"Owings, MD",East,District #05
20737,MD,"Riverdale, MD",East,District #05
20738,MD,"Riverdale, MD",East,District #05
20740,MD,"College Park, MD",East,District #05
